-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/23/2022 
Location: Latitude  41.8472   Longitude -87.6628 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 180.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN
2021,4,24,15,0.43,0.12,55.75,144.8,491.27
2021,4,24,16,0.48,0.14,66.8,106.9,316.38
2021,4,24,17,0.46,0.16,77.98,51.08,134.35
2021,4,24,18,0.31,0.13,88.06,4.08,12.42
2021,4,24,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,24,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,24,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,24,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,24,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,5,0.37,0.16,84.48,17.12,56.75
2021,4,25,6,0.44,0.13,73.39,68.98,244.65
2021,4,25,7,0.46,0.12,62.2,121.5,454.48
2021,4,25,8,0.59,0.12,51.28,217.27,640.75
2021,4,25,9,0.73,0.12,41.2,323.5,797.35
2021,4,25,10,0.74,0.12,33.0,368.4,899.42
2021,4,25,11,0.76,0.12,28.59,392.83,944.7
2021,4,25,12,0.77,0.12,29.75,391.48,930.17
2021,4,25,13,0.62,0.12,35.95,302.33,855.6
2021,4,25,14,0.33,0.12,45.06,149.27,727.62
2021,4,25,15,0.3,0.12,55.56,107.5,556.15
2021,4,25,16,0.3,0.12,66.63,72.0,355.48
2021,4,25,17,0.3,0.13,77.8,35.0,151.27
2021,4,25,18,0.28,0.12,87.95,3.98,13.7
2021,4,25,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,25,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,5,0.38,0.16,84.23,19.17,53.65
2021,4,26,6,0.59,0.16,73.16,95.52,225.5
2021,4,26,7,0.68,0.15,61.97,185.5,423.95
2021,4,26,8,0.72,0.12,51.03,266.38,607.7
2021,4,26,9,0.71,0.12,40.92,321.42,756.38
2021,4,26,10,0.7,0.12,32.7,351.55,856.52
2021,4,26,11,0.72,0.12,28.27,383.48,914.95
2021,4,26,12,0.71,0.12,29.45,377.7,900.77
2021,4,26,13,0.72,0.12,35.7,352.77,827.58
2021,4,26,14,0.64,0.12,44.85,272.65,699.23
2021,4,26,15,0.66,0.13,55.38,219.35,525.65
2021,4,26,16,0.61,0.14,66.45,139.15,328.05
2021,4,26,17,0.47,0.16,77.62,53.55,137.4
2021,4,26,18,0.32,0.14,87.84,4.88,13.15
2021,4,26,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,26,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,5,0.3,0.16,83.98,17.05,43.95
2021,4,27,6,0.45,0.14,72.92,73.38,189.52
2021,4,27,7,0.53,0.13,61.73,144.48,374.05
2021,4,27,8,0.66,0.12,50.79,242.33,551.7
2021,4,27,9,0.59,0.12,40.66,269.62,705.25
2021,4,27,10,0.69,0.12,32.41,352.98,811.48
2021,4,27,11,0.68,0.12,27.95,370.17,887.23
2021,4,27,12,0.73,0.12,29.16,391.9,880.77
2021,4,27,13,0.74,0.12,35.45,369.0,816.23
2021,4,27,14,0.7,0.12,44.66,305.7,693.27
2021,4,27,15,0.63,0.12,55.2,218.55,523.9
2021,4,27,16,0.55,0.14,66.28,129.27,327.92
2021,4,27,17,0.45,0.15,77.45,55.12,136.92
2021,4,27,18,0.3,0.13,87.72,4.8,13.45
2021,4,27,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,27,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,5,0.16,0.14,83.73,9.48,42.67
2021,4,28,6,0.16,0.12,72.7,28.1,164.17
2021,4,28,7,0.18,0.12,61.5,52.0,300.7
2021,4,28,8,0.24,0.12,50.55,98.67,446.85
2021,4,28,9,0.25,0.12,40.4,122.42,600.15
2021,4,28,10,0.23,0.12,32.11,125.58,716.83
2021,4,28,11,0.23,0.12,27.63,135.27,759.67
2021,4,28,12,0.16,0.12,28.88,96.92,770.77
2021,4,28,13,0.05,0.11,35.22,30.27,717.65
2021,4,28,14,0.06,0.11,44.45,34.52,603.35
2021,4,28,15,0.13,0.11,55.02,51.42,450.08
2021,4,28,16,0.14,0.12,66.11,38.55,276.62
2021,4,28,17,0.05,0.08,77.27,5.48,121.9
2021,4,28,18,0.22,0.12,87.59,3.55,13.6
2021,4,28,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,28,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,5,0.14,0.12,83.48,9.17,61.88
2021,4,29,6,0.14,0.11,72.48,26.25,235.4
2021,4,29,7,0.16,0.11,61.28,51.35,424.5
2021,4,29,8,0.14,0.12,50.32,61.5,590.48
2021,4,29,9,0.14,0.12,40.14,80.62,736.5
2021,4,29,10,0.2,0.12,31.82,123.5,844.45
2021,4,29,11,0.39,0.12,27.33,226.27,899.62
2021,4,29,12,0.45,0.12,28.59,252.12,887.83
2021,4,29,13,0.48,0.12,34.98,243.62,825.42
2021,4,29,14,0.66,0.12,44.26,288.02,708.92
2021,4,29,15,0.69,0.12,54.84,235.1,550.65
2021,4,29,16,0.62,0.14,65.94,147.77,365.25
2021,4,29,17,0.54,0.15,77.1,67.0,171.35
2021,4,29,18,0.28,0.12,87.47,4.9,19.75
2021,4,29,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,29,23,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,0,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,1,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,2,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,3,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,4,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,5,0.48,0.18,83.23,29.15,74.85
2021,4,30,6,0.64,0.15,72.26,107.27,253.83
2021,4,30,7,0.72,0.14,61.06,197.23,456.52
2021,4,30,8,0.76,0.14,50.09,284.27,651.33
2021,4,30,9,0.77,0.12,39.89,347.08,806.9
2021,4,30,10,0.78,0.14,31.54,394.42,912.0
2021,4,30,11,0.8,0.13,27.02,421.12,967.27
2021,4,30,12,0.8,0.12,28.31,417.92,958.73
2021,4,30,13,0.8,0.13,34.75,388.83,889.65
2021,4,30,14,0.8,0.13,44.06,334.55,765.98
2021,4,30,15,0.78,0.13,54.66,261.05,599.08
2021,4,30,16,0.74,0.15,65.77,173.95,402.38
2021,4,30,17,0.66,0.16,76.93,81.98,195.75
2021,4,30,18,0.35,0.12,87.34,6.6,25.65
2021,4,30,19,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,20,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,21,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,22,-999.0,-999.0,-999.0,0.0,0.0
2021,4,30,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,5,0.39,0.16,82.98,26.02,69.48
2021,5,1,6,0.58,0.14,72.04,99.77,247.1
2021,5,1,7,0.65,0.13,60.84,183.4,446.3
2021,5,1,8,0.73,0.14,49.87,280.12,629.2
2021,5,1,9,0.75,0.16,39.65,345.88,777.83
2021,5,1,10,0.73,0.12,31.27,378.35,875.17
2021,5,1,11,0.75,0.12,26.72,407.05,926.85
2021,5,1,12,0.73,0.12,28.03,394.38,911.55
2021,5,1,13,0.76,0.13,34.52,378.55,840.3
2021,5,1,14,0.74,0.13,43.87,323.62,716.27
2021,5,1,15,0.72,0.14,54.49,249.98,552.4
2021,5,1,16,0.66,0.14,65.6,161.33,362.92
2021,5,1,17,0.56,0.15,76.76,72.9,170.35
2021,5,1,18,0.36,0.14,87.22,7.73,21.42
2021,5,1,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,1,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,5,0.32,0.14,82.73,23.1,70.45
2021,5,2,6,0.46,0.13,71.83,83.05,242.62
2021,5,2,7,0.62,0.13,60.64,178.08,436.15
2021,5,2,8,0.62,0.12,49.65,244.02,613.5
2021,5,2,9,0.65,0.12,39.41,306.7,756.98
2021,5,2,10,0.7,0.12,30.99,362.62,850.7
2021,5,2,11,0.72,0.12,26.42,393.33,907.1
2021,5,2,12,0.62,0.12,27.76,337.2,886.12
2021,5,2,13,0.57,0.12,34.3,293.05,812.02
2021,5,2,14,0.55,0.12,43.68,247.17,675.23
2021,5,2,15,0.48,0.12,54.32,172.0,506.45
2021,5,2,16,0.41,0.12,65.44,105.02,321.27
2021,5,2,17,0.31,0.13,76.59,43.12,139.8
2021,5,2,18,0.26,0.12,87.09,5.73,17.27
2021,5,2,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,2,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,5,0.16,0.15,82.48,12.95,58.05
2021,5,3,6,0.11,0.11,71.62,20.25,206.8
2021,5,3,7,0.16,0.11,60.43,50.17,392.3
2021,5,3,8,0.25,0.12,49.43,108.25,569.98
2021,5,3,9,0.25,0.12,39.17,129.58,713.48
2021,5,3,10,0.28,0.12,30.73,164.95,816.0
2021,5,3,11,0.4,0.12,26.13,234.08,894.0
2021,5,3,12,0.35,0.12,27.49,205.98,875.23
2021,5,3,13,0.31,0.12,34.07,168.17,797.0
2021,5,3,14,0.25,0.12,43.48,121.38,667.58
2021,5,3,15,0.2,0.12,54.15,75.62,503.75
2021,5,3,16,0.21,0.12,65.27,53.65,322.67
2021,5,3,17,0.26,0.13,76.41,35.3,147.6
2021,5,3,18,0.18,0.1,86.95,3.77,19.62
2021,5,3,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,3,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,5,0.2,0.13,82.23,15.98,79.23
2021,5,4,6,0.29,0.12,71.42,52.77,251.5
2021,5,4,7,0.22,0.12,60.23,68.88,444.73
2021,5,4,8,0.21,0.12,49.23,94.75,622.92
2021,5,4,9,0.16,0.12,38.95,90.3,767.35
2021,5,4,10,0.17,0.12,30.46,103.67,863.88
2021,5,4,11,0.15,0.12,25.84,96.35,901.88
2021,5,4,12,0.18,0.12,27.23,110.05,885.52
2021,5,4,13,0.11,0.12,33.85,68.67,817.1
2021,5,4,14,0.12,0.11,43.3,64.35,703.98
2021,5,4,15,0.09,0.11,53.98,38.8,545.8
2021,5,4,16,0.11,0.1,65.11,30.88,360.67
2021,5,4,17,0.14,0.11,76.25,19.12,171.75
2021,5,4,18,0.2,0.11,86.82,4.45,23.83
2021,5,4,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,4,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,5,0.47,0.17,81.98,34.48,87.4
2021,5,5,6,0.64,0.14,71.23,111.8,267.5
2021,5,5,7,0.71,0.13,60.04,199.52,470.2
2021,5,5,8,0.73,0.12,49.02,279.3,671.0
2021,5,5,9,0.77,0.12,38.72,353.83,820.83
2021,5,5,10,0.78,0.12,30.21,397.83,925.65
2021,5,5,11,0.8,0.13,25.56,427.65,977.58
2021,5,5,12,0.8,0.12,26.96,421.23,963.38
2021,5,5,13,0.8,0.13,33.63,390.17,891.2
2021,5,5,14,0.79,0.15,43.12,335.38,766.65
2021,5,5,15,0.77,0.14,53.81,261.23,597.5
2021,5,5,16,0.66,0.13,64.95,160.33,400.65
2021,5,5,17,0.52,0.14,76.09,69.12,196.5
2021,5,5,18,0.34,0.13,86.68,8.35,28.85
2021,5,5,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,5,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,5,0.16,0.15,81.73,12.98,76.98
2021,5,6,6,0.15,0.11,71.04,28.35,236.4
2021,5,6,7,0.13,0.11,59.85,44.9,440.02
2021,5,6,8,0.13,0.11,48.82,60.02,610.83
2021,5,6,9,0.25,0.12,38.5,133.88,759.38
2021,5,6,10,0.21,0.12,29.95,124.5,855.67
2021,5,6,11,0.22,0.12,25.29,134.2,879.6
2021,5,6,12,0.26,0.12,26.7,152.27,872.08
2021,5,6,13,0.34,0.12,33.42,180.9,820.75
2021,5,6,14,0.57,0.12,42.94,249.05,706.12
2021,5,6,15,0.67,0.12,53.65,231.15,554.5
2021,5,6,16,0.66,0.13,64.79,159.17,382.0
2021,5,6,17,0.59,0.18,75.92,77.42,187.58
2021,5,6,18,0.3,0.14,86.54,7.52,29.2
2021,5,6,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,6,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,5,0.35,0.16,81.48,27.75,89.45
2021,5,7,6,0.44,0.13,70.85,77.52,263.95
2021,5,7,7,0.45,0.12,59.66,128.8,467.3
2021,5,7,8,0.58,0.12,48.63,224.08,651.8
2021,5,7,9,0.55,0.12,38.29,251.17,803.33
2021,5,7,10,0.63,0.12,29.71,330.17,915.02
2021,5,7,11,0.63,0.12,25.02,346.08,956.2
2021,5,7,12,0.67,0.12,26.45,355.17,930.95
2021,5,7,13,0.61,0.12,33.21,299.2,861.62
2021,5,7,14,0.68,0.12,42.76,290.7,746.15
2021,5,7,15,0.66,0.12,53.48,226.33,591.33
2021,5,7,16,0.62,0.13,64.62,150.1,403.3
2021,5,7,17,0.63,0.22,75.76,83.75,205.02
2021,5,7,18,0.36,0.14,86.4,9.52,35.12
2021,5,7,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,7,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,5,0.53,0.19,81.24,42.02,109.05
2021,5,8,6,0.67,0.14,70.67,121.92,295.95
2021,5,8,7,0.73,0.15,59.48,212.5,497.02
2021,5,8,8,0.73,0.12,48.45,280.85,685.02
2021,5,8,9,0.66,0.12,38.09,305.08,830.02
2021,5,8,10,0.62,0.12,29.48,317.38,926.67
2021,5,8,11,0.73,0.12,24.75,391.05,959.67
2021,5,8,12,0.7,0.12,26.2,369.15,941.62
2021,5,8,13,0.45,0.12,33.0,237.67,865.02
2021,5,8,14,0.39,0.12,42.59,181.88,739.38
2021,5,8,15,0.31,0.12,53.33,117.75,572.83
2021,5,8,16,0.21,0.11,64.47,56.15,374.35
2021,5,8,17,0.13,0.11,75.59,19.35,175.1
2021,5,8,18,0.17,0.09,86.26,5.02,27.12
2021,5,8,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,8,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,5,0.11,0.09,81.0,10.45,105.6
2021,5,9,6,0.1,0.09,70.5,20.0,285.35
2021,5,9,7,0.09,0.09,59.31,30.02,482.12
2021,5,9,8,0.12,0.11,48.27,54.2,659.12
2021,5,9,9,0.27,0.12,37.88,141.38,801.08
2021,5,9,10,0.23,0.12,29.24,143.05,898.73
2021,5,9,11,0.32,0.12,24.48,191.2,936.2
2021,5,9,12,0.5,0.15,25.95,276.98,928.52
2021,5,9,13,0.52,0.12,32.8,266.05,858.65
2021,5,9,14,0.56,0.13,42.41,249.6,738.3
2021,5,9,15,0.6,0.12,53.16,210.92,575.17
2021,5,9,16,0.59,0.12,64.31,144.0,386.15
2021,5,9,17,0.47,0.12,75.43,63.58,191.4
2021,5,9,18,0.34,0.15,86.11,10.1,32.67
2021,5,9,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,9,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,4,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,5,0.38,0.15,80.76,32.48,106.42
2021,5,10,6,0.42,0.13,70.33,79.25,284.4
2021,5,10,7,0.43,0.12,59.14,127.33,483.3
2021,5,10,8,0.34,0.12,48.09,143.75,664.35
2021,5,10,9,0.23,0.12,37.69,123.23,798.25
2021,5,10,10,0.33,0.12,29.02,184.02,890.65
2021,5,10,11,0.7,0.12,24.23,380.98,947.12
2021,5,10,12,0.65,0.12,25.71,349.02,930.4
2021,5,10,13,0.63,0.12,32.6,318.33,857.2
2021,5,10,14,0.69,0.12,42.23,304.73,741.1
2021,5,10,15,0.61,0.12,53.01,215.98,576.73
2021,5,10,16,0.52,0.13,64.16,126.92,375.7
2021,5,10,17,0.41,0.14,75.27,57.33,181.48
2021,5,10,18,0.27,0.13,85.96,8.83,33.42
2021,5,10,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,10,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,4,0.53,0.09,89.4,1.27,3.98
2021,5,11,5,0.51,0.19,81.13,40.67,104.0
2021,5,11,6,0.68,0.16,70.16,125.75,302.08
2021,5,11,7,0.73,0.13,58.98,214.83,516.48
2021,5,11,8,0.78,0.12,47.92,303.2,703.33
2021,5,11,9,0.72,0.12,37.5,333.58,851.38
2021,5,11,10,0.7,0.12,28.79,360.2,951.9
2021,5,11,11,0.62,0.12,23.98,330.05,991.23
2021,5,11,12,0.77,0.12,25.48,406.08,977.75
2021,5,11,13,0.77,0.12,32.4,378.38,907.48
2021,5,11,14,0.79,0.14,42.07,338.7,785.83
2021,5,11,15,0.75,0.12,52.85,259.17,619.58
2021,5,11,16,0.73,0.13,64.01,179.7,425.27
2021,5,11,17,0.64,0.15,75.12,88.9,220.98
2021,5,11,18,0.4,0.16,85.81,13.25,42.55
2021,5,11,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,11,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,4,0.53,0.11,89.34,1.58,4.77
2021,5,12,5,0.57,0.19,80.97,46.62,117.8
2021,5,12,6,0.7,0.16,70.01,133.55,315.23
2021,5,12,7,0.76,0.14,58.82,222.8,516.77
2021,5,12,8,0.78,0.13,47.75,303.73,699.42
2021,5,12,9,0.8,0.13,37.32,368.38,845.73
2021,5,12,10,0.8,0.13,28.58,412.2,945.33
2021,5,12,11,0.8,0.12,23.73,429.1,988.83
2021,5,12,12,0.8,0.12,25.24,424.45,974.75
2021,5,12,13,0.8,0.13,32.21,394.17,904.77
2021,5,12,14,0.77,0.12,41.9,330.98,781.77
2021,5,12,15,0.73,0.12,52.7,253.58,618.05
2021,5,12,16,0.69,0.13,63.86,168.55,425.95
2021,5,12,17,0.59,0.15,74.96,82.92,223.25
2021,5,12,18,0.42,0.16,85.66,13.98,44.55
2021,5,12,19,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,20,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,21,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,22,-999.0,-999.0,-999.0,0.0,0.0
2021,5,12,23,-999.0,-999.0,-999.0,0.0,0.0
2021,5,13,0,-999.0,-999.0,-999.0,0.0,0.0
2021,5,13,1,-999.0,-999.0,-999.0,0.0,0.0
2021,5,13,2,-999.0,-999.0,-999.0,0.0,0.0
2021,5,13,3,-999.0,-999.0,-999.0,0.0,0.0
2021,5,13,4,0.5,0.12,89.27,1.7,5.25
